lng,lat
-5.6735,50.0215
-5.7686,50.1031
-5.6252,50.2274
-5.6146,50.2263
-5.6149,50.2598
-5.5927,50.2634
-5.6562,50.229
-5.6263,50.2774
-5.7452,50.2321
-5.6871,50.2723
-5.644,50.2944
-5.638,50.3133
-5.6166,50.3215
-5.6802,50.2991
-5.6063,50.345
-5.6306,50.3545
-5.5488,50.3906
-5.5812,50.3574
-5.6108,50.2779
-5.6435,50.2175
-5.6599,50.1637
